title,description,category,wholesale_price,selling_price,mrp,stock,gst_percent,hsn_code,image_url_1,image_url_2,image_url_3,is_active
Everest Meat Masala - 50 GM,"Everest Meat Masala ? freshly ground spice blend to add authentic flavour to your cooking, 50 GM.",Groceries,48,46,49,10,5,910,,,,
Everest Pav Bhaji Masala - 100 g,"Everest Pav Bhaji Masala ? freshly ground spice blend to add authentic flavour to your cooking, 100 g.",Groceries,89,87,92,10,5,910,,,,
Everest Sabzi Masala - 50 GM,"Everest Sabzi Masala ? freshly ground spice blend to add authentic flavour to your cooking, 50 GM.",Groceries,38,37,39,10,5,910,,,,
Everest Shahi Biryani Masala - 50 g,"Everest Shahi Biryani Masala ? freshly ground spice blend to add authentic flavour to your cooking, 50 g.",Groceries,81,78,83,10,5,910,,,,
Everest Tikhalal Hot & Red Chilli Powder - 500 g,"Everest Tikhalal Hot & Red Chilli Powder ? freshly ground spice blend to add authentic flavour to your cooking, 500 g.",Beauty,272,263,280,10,18,3304,,,,
Everest Turmeric Powder/Haldi - 100 GM,"Everest Turmeric Powder/Haldi ? freshly ground spice blend to add authentic flavour to your cooking, 100 GM.",Beauty,47,45,48,10,18,3304,,,,
Evereve Overnight Period Panty - 1 unit,"Evereve Overnight Period Panty ? quality kitchenware for everyday cooking and dining, 1 unit.",Groceries,0,0,0,10,,,,,,
EvoFox Blaze Programmable Wired Gaming Mouse - 1 unit,EvoFox Blaze Programmable Wired Gaming Mouse designed for smooth performance and everyday convenience.,Electronics,"1,260","1,222","1,299",10,18,8543,,,,
EvoFox Spectre Wired Gaming Mouse (Black) - 1 unit,EvoFox Spectre Wired Gaming Mouse (Black) designed for smooth performance and everyday convenience.,Electronics,775,752,799,10,18,8543,,,,
ExclusiveLane Ceramic Pickle & Chutney Jar Set - 1 set (2 pieces),"ExclusiveLane Ceramic Pickle & Chutney Jar Set ? tangy and flavourful accompaniment to elevate every meal, 1 set (2 pieces).",Groceries,"1,454","1,410","1,499",10,5,910,,,,
"ExclusiveLane Designer Bathroom Accessory Set (Ceramic, White) - 1 pack (2 pieces)","ExclusiveLane Designer Bathroom Accessory Set (Ceramic, White) ? effective protection against mosquitoes and insects for a peaceful night, 1 pack (2 pieces).",Groceries,"1,465","1,421","1,510",10,,,,,,
Exo Ginger Dishwashing Tub with Power Of Bio-Enzymes - 1.4 KG,"Exo Ginger Dishwashing Tub with Power Of Bio-Enzymes ? powerful cleaning formula for sparkling clean results every time, 1.4 KG.",Groceries,140,135,144,10,5,910,,,,
Exo Ginger Dishwashing Tub with Power Of Bio-Enzymes - 500 GM,"Exo Ginger Dishwashing Tub with Power Of Bio-Enzymes ? powerful cleaning formula for sparkling clean results every time, 500 GM.",Groceries,50,49,52,10,5,910,,,,
Exo Steel Scrubber - 1 unit,"Exo Steel Scrubber ? quality product for everyday use, 1 unit.",Groceries,15,14,15,10,,,,,,
Exposed Intimate Wash - 100 ml,"Exposed Intimate Wash ? quality product for everyday use, 100 ml.",Groceries,290,281,299,10,,,,,,
"Ezee Premium Garbage Bag (Medium, Black) - 1 pack (30 pieces)","Ezee Premium Garbage Bag (Medium, Black) ? stylish accessory to complement your everyday look.",Groceries,70,68,72,10,,,,,,
Ez-life Adult Diaper Pants - 1 pack (10 pieces),"Ez-life Adult Diaper Pants ? gentle and safe product designed for your little one's comfort, 1 pack (10 pieces).",Fashion,630,612,650,10,12,6204,,,,
Ez-life Electric Warm Hot Water Bag - 1 unit,"Ez-life Electric Warm Hot Water Bag ? pure and refreshing hydration for everyday use, 1 unit.",Groceries,630,612,650,10,12,2202,,,,
Ez-life Orthopaedic Heating Pad - 1 unit,"Ez-life Orthopaedic Heating Pad ? quality product for everyday use, 1 unit.",Groceries,"1,309","1,269","1,349",10,,,,,,
"Ez-life Pant Style Adult Diaper (L, 30"" - 52"") - 1 pack (10 pieces)","Ez-life Pant Style Adult Diaper (L, 30"" ? gentle and safe product designed for your little one's comfort, 52"").",Health & Wellness,534,518,550,10,12,3401,,,,
Ez-life Premium Pull-Up Adult Diaper - 1 pack (10 pieces),"Ez-life Premium Pull-Up Adult Diaper ? gentle and safe product designed for your little one's comfort, 1 pack (10 pieces).",Health & Wellness,582,565,600,10,12,3401,,,,
Ezypac Disposable Air Fryer Mould - 25 pieces,"Ezypac Disposable Air Fryer Mould ? protective face mask for safe and comfortable wear, 25 pieces.",Groceries,262,254,270,10,,,,,,
Ezypac Kitchen Towel / Tissue Paper Holder - 1 unit,"Ezypac Kitchen Towel / Tissue Paper Holder ? soft and comfortable home linen for daily use, 1 unit.",Health & Wellness,290,281,299,10,12,3005,,,,
Ezypac Utility Disposable Bottles - Set - 1 pack (2 pieces),"Ezypac Utility Disposable Bottles ? protective face mask for safe and comfortable wear, Set.",Groceries,125,121,129,10,,,,,,
Faber-Castell Connector Sketch Pens (Multicolour) - 25 Pcs,"Faber-Castell Connector Sketch Pens (Multicolour) ? quality product for everyday use, 25 Pcs.",Home,146,141,150,10,12,4820,,,,
Faber-Castell Triangular Colour Pencils (Multicolour) - 24 Pcs,"Faber-Castell Triangular Colour Pencils (Multicolour) ? quality product for everyday use, 24 Pcs.",Home,194,188,200,10,12,4820,,,,
Fabessentials Damask Rose Water - 110 ml,"Fabessentials Damask Rose Water ? pure and refreshing hydration for everyday use, 110 ml.",Health & Wellness,335,325,345,10,12,3005,,,,
Fablue Tic Tac Toe XO Puzzle Board Game - 1 unit,Fablue Tic Tac Toe XO Puzzle Board Game ? fun and engaging toy for kids of all ages.,Sports,581,564,599,10,18,9503,,,,
Fablue Unicorn Soft Toy - 1 unit,Fablue Unicorn Soft Toy ? fun and engaging toy for kids of all ages.,Groceries,484,470,499,10,5,1101,,,,
"Faces Canada Comfy Matte Wow Liquid Lipstick (Choco Couture, 1) - 3.8 ml","Faces Canada Comfy Matte Wow Liquid Lipstick (Choco Couture, 1) ? premium makeup for a flawless and long-lasting look, 3.8 ml.",Beauty,290,281,299,10,18,3304,,,,
Faces Canada Hydra Matte Foundation (Warm Natural 021) - 18 ML,"Faces Canada Hydra Matte Foundation (Warm Natural 021) ? premium makeup for a flawless and long-lasting look, 18 ML.",Beauty,315,306,325,10,18,3304,,,,
Faces Canada Matte Mania Makeup Kit - 1 set,"Faces Canada Matte Mania Makeup Kit ? premium makeup for a flawless and long-lasting look, 1 set.",Beauty,"1,260","1,222","1,299",10,18,3304,,,,
Fackelmann Adhesive Oval Shaped Hooks - 3 PIECE,"Fackelmann Adhesive Oval Shaped Hooks ? quality product for everyday use, 3 PIECE.",Groceries,179,174,185,10,,,,,,
Farmley Cheesy Cheddar Flavoured Makhana 55 g - 55 g,"Farmley Cheesy Cheddar Flavoured Makhana 55 g ? quality product for everyday use, 55 g.",Groceries,154,150,159,10,18,1806,,,,
Farmley Classic Delight Dates Bites - No Added Sugar - 20 g,Farmley Classic Delight Dates Bites ? energy-efficient lighting solution for home and office use.,Groceries,39,38,40,10,18,1806,,,,
Farmley Coffee Rush Date Bites - 200 g,"Farmley Coffee Rush Date Bites ? aromatic and refreshing brew to energise your day, 200 g.",Groceries,388,376,400,10,,,,,,
Farmley Peri Peri Flavoured Makhana - 55 g,"Farmley Peri Peri Flavoured Makhana ? quality product for everyday use, 55 g.",Groceries,154,150,159,10,18,1806,,,,
Farmley Premium Broken Chile Walnuts Kernels (Akhrot) - 200 GM,"Farmley Premium Broken Chile Walnuts Kernels (Akhrot) ? quality product for everyday use, 200 GM.",Groceries,533,517,549,10,18,1806,,,,
Farmley Salt & Pepper Roasted Flavoured Makhana - 55 g,"Farmley Salt & Pepper Roasted Flavoured Makhana ? freshly ground spice blend to add authentic flavour to your cooking, 55 g.",Groceries,154,150,159,10,18,1806,,,,
Feel Fresh Flush Matic Toilet Cleaner - Twin Pack - 2 x 50 g,"Feel Fresh Flush Matic Toilet Cleaner ? pure cooking oil ideal for healthy and flavourful everyday cooking, Twin Pack.",Groceries,121,118,125,10,,,,,,
Felix Chicken with Jelly Wet Kitten Food - 85 g,"Felix Chicken with Jelly Wet Kitten Food ? quality product for everyday use, 85 g.",Groceries,53,52,55,10,12,2309,,,,
Fem De-Tan Orange Peel Creme Face Bleach - 30 g,"Fem De-Tan Orange Peel Creme Face Bleach ? quality product for everyday use, 30 g.",Home,82,80,85,10,18,3402,,,,
Femora Borosilicate Straight Visionary Glass Set - 1 unit,"Femora Borosilicate Straight Visionary Glass Set ? quality kitchenware for everyday cooking and dining, 1 unit.",Home,640,621,660,10,18,7615,,,,
Femora Coffee Mug (Ceramic) - 1 piece,"Femora Coffee Mug (Ceramic) ? aromatic and refreshing brew to energise your day, 1 piece.",Groceries,291,282,300,10,,,,,,
Femora Floral Block Print Tea Cup Set (Ceramic) - 1 unit,"Femora Floral Block Print Tea Cup Set (Ceramic) ? aromatic and refreshing brew to energise your day, 1 unit.",Groceries,824,800,850,10,,,,,,
Femora Glass Classic Cuboid Jar Set - 2 units,"Femora Glass Classic Cuboid Jar Set ? quality kitchenware for everyday cooking and dining, 2 units.",Groceries,626,607,645,10,,,,,,
Femora Glass Oil Dispenser with Silicone Brush & Dropper - 1 UNIT,"Femora Glass Oil Dispenser with Silicone Brush & Dropper ? pure cooking oil ideal for healthy and flavourful everyday cooking, 1 UNIT.",Home,436,423,450,10,12,4820,,,,
Femora Gold Line Coffee Mug (Ceramic) - 2 pieces,"Femora Gold Line Coffee Mug (Ceramic) ? aromatic and refreshing brew to energise your day, 2 pieces.",Groceries,582,565,600,10,,,,,,
Femora Mug (Ceramic) - 1 unit,"Femora Mug (Ceramic) ? quality kitchenware for everyday cooking and dining, 1 unit.",Groceries,466,452,480,10,,,,,,
Femora Stripes Matte Coffee Mug (Ceramic) - 1 unit,"Femora Stripes Matte Coffee Mug (Ceramic) ? aromatic and refreshing brew to energise your day, 1 unit.",Groceries,291,282,300,10,,,,,,
Fena Powerwash Detergent Powder - 5 KG,"Fena Powerwash Detergent Powder ? premium makeup for a flawless and long-lasting look, 5 KG.",Beauty,330,320,340,10,18,3304,,,,
Ferrero Rocher Chocolate Gift Pack - 100 GM,"Ferrero Rocher Chocolate Gift Pack ? indulgent chocolate treat with rich cocoa flavour, 100 GM.",Groceries,309,300,319,10,12,2202,,,,
Ferrero Rocher Moments Chocolate Gift Pack (32 pieces) - 185.6 g,"Ferrero Rocher Moments Chocolate Gift Pack (32 pieces) ? indulgent chocolate treat with rich cocoa flavour, 185.6 g.",Groceries,523,507,539,10,12,2202,,,,
Ferrero Rocher Moments T10 Shaped Chocolates - 58 g,"Ferrero Rocher Moments T10 Shaped Chocolates ? indulgent chocolate treat with rich cocoa flavour, 58 g.",Groceries,193,187,199,10,12,2202,,,,
"Fevicol Shoefix , Waterproof Shoe Repair - 2 g","Fevicol Shoefix , Waterproof Shoe Repair ? pure and refreshing hydration for everyday use, 2 g.",Fashion,58,56,60,10,12,6204,,,,
Fevicryl Multisurface Pastel Acrylic Color (Multicolour) - 90 ml,"Fevicryl Multisurface Pastel Acrylic Color (Multicolour) ? quality product for everyday use, 90 ml.",Groceries,146,141,150,10,,,,,,
Fiama Celebration Gel Fresh Bathing Soap - Pack of 3 - 375 GM,"Fiama Celebration Gel Fresh Bathing Soap ? effective cleansing formula for soft and fresh skin, Pack of 3.",Groceries,227,220,234,10,5,910,,,,
Fiama Gel Bar Soap Celebration Pack - Buy 4 get 1 Free - 5 x 125 g,"Fiama Gel Bar Soap Celebration Pack ? effective cleansing formula for soft and fresh skin, Buy 4 get 1 Free.",Home,417,405,430,10,18,3808,,,,
Fiama Men Soap Bar Refreshing Pulse Sea Minerals - 125 g,"Fiama Men Soap Bar Refreshing Pulse Sea Minerals ? effective cleansing formula for soft and fresh skin, 125 g.",Groceries,67,65,69,10,5,910,,,,
Fiama Moisturizing Soap Bars Japanese Hokkaido Milk & Acai Berry - 125 GM,"Fiama Moisturizing Soap Bars Japanese Hokkaido Milk & Acai Berry ? effective cleansing formula for soft and fresh skin, 125 GM.",Groceries,68,66,70,10,,,,,,
Filter Coffee Burfi by Sweet Karam Coffee - 125.0 GM,"Filter Coffee Burfi by Sweet Karam Coffee ? aromatic and refreshing brew to energise your day, 125.0 GM.",Groceries,193,187,199,10,,,,,,
Fix My Curls Hair Styling Kit - 1 pack,"Fix My Curls Hair Styling Kit for professional-grade grooming at home, 1 pack.",Beauty,504,489,520,10,18,3304,,,,
Flair Creative Disney Series Marvel Avengers Stationery Kit (Multicolour) - 1 pack (7 pieces),"Flair Creative Disney Series Marvel Avengers Stationery Kit (Multicolour) ? quality product for everyday use, 1 pack (7 pieces).",Home,48,47,50,10,12,4820,,,,
Flair Zoox F7 Roller 0.7mm Gel Pen (Blue)(Blister Pack) - 1 piece,"Flair Zoox F7 Roller 0.7mm Gel Pen (Blue)(Blister Pack) ? quality product for everyday use, 1 piece.",Home,39,38,40,10,12,4820,,,,
Flicka Silk Touch 3 in 1 Milk Moisturizing Cream (& Primer)(Tube) - 60 g,"Flicka Silk Touch 3 in 1 Milk Moisturizing Cream (& Primer)(Tube) ? hydrating formula to keep your skin soft and smooth, 60 g.",Groceries,872,846,899,10,12,405,,,,
"Flower Floating Candles (Blue, White) by Auradecor - 1 pack (6 pieces)","Flower Floating Candles (Blue, White) by Auradecor ? effective protection against mosquitoes and insects for a peaceful night, 1 pack (6 pieces).",Groceries,387,375,399,10,5,1101,,,,
Fogg Absolute Men's Deodorant - 150 ml,"Fogg Absolute Men's Deodorant ? long-lasting fragrance for all-day freshness and confidence, 150 ml.",Beauty,290,281,299,10,18,3304,,,,
Fogg Dynamic Men's Deodorant - 150 ml,"Fogg Dynamic Men's Deodorant ? long-lasting fragrance for all-day freshness and confidence, 150 ml.",Beauty,290,281,299,10,18,3304,,,,
Fogg Marco Men's Deodorant - 150 ml,"Fogg Marco Men's Deodorant ? long-lasting fragrance for all-day freshness and confidence, 150 ml.",Beauty,267,259,275,10,18,3304,,,,
Fogg Neu Perfume Body Spray (Solid Oriental) - 120 ml,"Fogg Neu Perfume Body Spray (Solid Oriental) ? long-lasting fragrance for all-day freshness and confidence, 120 ml.",Beauty,339,328,349,10,18,3304,,,,
Foodie Puppies Natural Latex Rubber Squeaky Duck Pet Toy (Brown) - 1 piece,Foodie Puppies Natural Latex Rubber Squeaky Duck Pet Toy (Brown) ? fun and engaging toy for kids of all ages.,Sports,339,328,349,10,18,9503,,,,
Foodie Puppies Pet Bath Brush Silicone Scrubber Shampoo Dispenser - 1 unit,"Foodie Puppies Pet Bath Brush Silicone Scrubber Shampoo Dispenser ? nourishing formula for healthy, strong and shiny hair, 1 unit.",Beauty,290,281,299,10,18,3304,,,,
Foodie Puppies Smart LED 360 - 1 unit,Foodie Puppies Smart LED 360 ? energy-efficient lighting solution for home and office use.,Groceries,484,470,499,10,,,,,,
"Footprints Formal Argyle Socks (Multicolour, Free Size) - 1 pack (3 pairs)","Footprints Formal Argyle Socks (Multicolour, Free Size) ? quality product for everyday use, 1 pack (3 pairs).",Fashion,"1,163","1,128","1,199",10,12,6204,,,,
Forclaz by Decathlon Adjust Aluminium Hiking Pole (Black) - 1 unit,"Forclaz by Decathlon Adjust Aluminium Hiking Pole (Black) ? quality product for everyday use, 1 unit.",Groceries,"1,260","1,222","1,299",10,,,,,,
Forest Essentials Face & Body Essentials Gift Set - 1 set,"Forest Essentials Face & Body Essentials Gift Set ? quality product for everyday use, 1 set.",Groceries,"2,376","2,305","2,450",10,,,,,,
ForMen Pocket Lubricant Gel with Aloe Vera(Tube) - 20 ml,"ForMen Pocket Lubricant Gel with Aloe Vera(Tube) ? quality product for everyday use, 20 ml.",Groceries,125,121,129,10,,,,,,
Fortune 100% Chana Dal Besan - 500 g,"Fortune 100% Chana Dal Besan ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,155,151,160,10,5,1101,,,,
Fortune 100% Chana Dal Besan - 500 g,"Fortune 100% Chana Dal Besan ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,53,52,55,10,5,1101,,,,
"Fortune Chakki Fresh (100% Atta, 0% Maida) Atta (10 kg) - 10 kg","Fortune Chakki Fresh (100% Atta, 0% Maida) Atta (10 kg) ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 10 kg.",Groceries,863,837,890,10,5,1101,,,,
"Fortune Chakki Fresh (100% Atta, 0% Maida) Atta - 5 kg","Fortune Chakki Fresh (100% Atta, 0% Maida) Atta ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 5 kg.",Groceries,245,238,253,10,5,1101,,,,
Fortune Chana Dal Unpolished - 1 kg,"Fortune Chana Dal Unpolished ? premium quality pulses, nutritious and easy to cook, 1 kg.",Groceries,146,141,150,10,5,1101,,,,
"Fortune Fresh (100% Atta, 0% Maida) Chakki Atta - 10 kg","Fortune Fresh (100% Atta, 0% Maida) Chakki Atta ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 10 kg.",Groceries,863,837,890,10,5,1101,,,,
"Fortune Fresh (100% Atta, 0% Maida) Chakki Atta - 10 KG","Fortune Fresh (100% Atta, 0% Maida) Chakki Atta ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 10 KG.",Groceries,515,500,531,10,5,1101,,,,
"Fortune Fresh (100% Atta, 0% Maida) Chakki Atta - 5 KG","Fortune Fresh (100% Atta, 0% Maida) Chakki Atta ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 5 KG.",Groceries,269,261,277,10,5,1101,,,,
Fortune Kala Chana Unpolished - 500 g,"Fortune Kala Chana Unpolished ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,82,80,85,10,5,1101,,,,
Fortune Maida - 500 GM,"Fortune Maida ? quality product for everyday use, 500 GM.",Groceries,43,41,44,10,5,1101,,,,
Fortune Malka Masoor Unpolished - 500 g,"Fortune Malka Masoor Unpolished ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,82,80,85,10,5,1101,,,,
Fortune MP Grade-1 Wheat - 10 KG,"Fortune MP Grade-1 Wheat ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 10 KG.",Groceries,582,565,600,10,5,1101,,,,
Fortune Pehli Dhar Kachi Ghani Cold Pressed Mustard Oil (Pouch) - 1 l,"Fortune Pehli Dhar Kachi Ghani Cold Pressed Mustard Oil (Pouch) ? pure cooking oil ideal for healthy and flavourful everyday cooking, 1 l.",Groceries,238,231,245,10,5,1515,,,,
Fortune Premio Cold Pressed Extra Virgin Olive Oil - 1 ltr,"Fortune Premio Cold Pressed Extra Virgin Olive Oil ? pure cooking oil ideal for healthy and flavourful everyday cooking, 1 ltr.",Groceries,"1,939","1,881","1,999",10,5,1515,,,,
Fortune Premium Kachi Ghani Pure Mustard Oil (910 g) - 1 l,"Fortune Premium Kachi Ghani Pure Mustard Oil (910 g) ? pure cooking oil ideal for healthy and flavourful everyday cooking, 1 l.",Groceries,123,119,127,10,5,1515,,,,
Fortune Premium Kachi Ghani Pure Mustard Oil (910 g) - 1 l,"Fortune Premium Kachi Ghani Pure Mustard Oil (910 g) ? pure cooking oil ideal for healthy and flavourful everyday cooking, 1 l.",Groceries,184,179,190,10,5,1515,,,,
